	1.14E+04	1.08E+08	-5.95E+05	0.00E+00	0.00E+00
	1.15E+04	1.10E+08	-5.93E+05	2.70E+05	1.27E+05
	1.16E+04	1.10E+08	-5.99E+05	5.51E+05	4.05E+05
	1.16E+04	1.10E+08	-6.02E+05	3.94E+05	4.37E+05
	1.17E+04	1.11E+08	-6.06E+05	3.65E+05	2.06E+05
	1.18E+04	1.12E+08	-6.08E+05	0.00E+00	1.62E+05
	1.18E+04	1.13E+08	-6.04E+05	2.64E+05	3.77E+05
	1.19E+04	1.13E+08	-6.13E+05	1.01E+06	5.38E+05
	1.20E+04	1.14E+08	-6.20E+05	3.40E+05	4.49E+05
	1.20E+04	1.15E+08	-6.19E+05	0.00E+00	1.23E+05
	1.21E+04	1.15E+08	-6.20E+05	3.28E+04	1.27E+05
	1.22E+04	1.16E+08	-6.19E+05	3.52E+05	2.66E+05
	1.22E+04	1.16E+08	-6.26E+05	4.13E+05	1.92E+05
	1.23E+04	1.17E+08	-6.26E+05	0.00E+00	9.57E+04
	1.24E+04	1.18E+08	-6.23E+05	6.45E+04	2.44E+05
	1.24E+04	1.18E+08	-6.27E+05	8.57E+05	6.82E+05
	1.25E+04	1.19E+08	-6.37E+05	1.12E+06	8.72E+05
	1.26E+04	1.19E+08	-6.46E+05	6.35E+05	7.15E+05
	1.26E+04	1.21E+08	-6.48E+05	3.88E+05	3.69E+05
	1.27E+04	1.20E+08	-6.52E+05	8.30E+04	1.59E+05
	1.28E+04	1.21E+08	-6.49E+05	6.27E+03	1.96E+05
	1.28E+04	1.22E+08	-6.52E+05	4.99E+05	3.77E+05
	1.29E+04	1.23E+08	-6.58E+05	6.27E+05	4.14E+05
	1.30E+04	1.23E+08	-6.63E+05	1.16E+05	2.69E+05
	1.30E+04	1.23E+08	-6.59E+05	6.52E+04	3.06E+05
	1.31E+04	1.25E+08	-6.64E+05	7.38E+05	4.15E+05
	1.32E+04	1.25E+08	-6.72E+05	4.41E+05	1.89E+05
	1.32E+04	1.26E+08	-6.71E+05	0.00E+00	0.00E+00
	1.33E+04	1.26E+08	-6.62E+05	3.54E+04	8.52E+04
	1.34E+04	1.26E+08	-6.72E+05	8.33E+05	2.59E+05
	1.34E+04	1.28E+08	-6.75E+05	0.00E+00	2.36E+05
	1.35E+04	1.28E+08	-6.70E+05	0.00E+00	1.81E+05
	1.36E+04	1.29E+08	-6.75E+05	6.66E+05	3.53E+05
	1.36E+04	1.29E+08	-6.81E+05	4.29E+05	5.21E+05
	1.37E+04	1.30E+08	-6.82E+05	4.69E+05	5.88E+05
	1.38E+04	1.31E+08	-6.89E+05	8.68E+05	7.17E+05
	1.38E+04	1.31E+08	-6.96E+05	8.15E+05	7.01E+05
	1.39E+04	1.32E+08	-7.03E+05	4.21E+05	4.83E+05
	1.40E+04	1.32E+08	-7.03E+05	2.14E+05	2.47E+05
	1.40E+04	1.33E+08	-7.06E+05	1.06E+05	1.96E+05
	1.41E+04	1.34E+08	-7.05E+05	2.69E+05	2.65E+05
	1.42E+04	1.34E+08	-7.11E+05	4.20E+05	3.86E+05
	1.42E+04	1.35E+08	-7.12E+05	4.69E+05	3.15E+05
	1.43E+04	1.36E+08	-7.18E+05	5.61E+04	2.59E+05
	1.44E+04	1.36E+08	-7.13E+05	2.51E+05	3.25E+05
	1.44E+04	1.37E+08	-7.23E+05	6.68E+05	3.35E+05
	1.45E+04	1.37E+08	-7.24E+05	8.74E+04	2.47E+05
	1.46E+04	1.39E+08	-7.24E+05	0.00E+00	0.00E+00
	1.46E+04	1.39E+08	-7.24E+05	0.00E+00	0.00E+00
	1.47E+04	1.40E+08	-7.22E+05	1.03E+05	2.50E+05
	1.47E+04	1.40E+08	-7.26E+05	7.95E+05	4.76E+05
	1.48E+04	1.40E+08	-7.35E+05	5.29E+05	4.31E+05
	1.49E+04	1.42E+08	-7.34E+05	0.00E+00	1.67E+05
	1.49E+04	1.42E+08	-7.34E+05	2.31E+03	1.86E+05
	1.50E+04	1.43E+08	-7.34E+05	5.88E+05	5.43E+05
	1.51E+04	1.43E+08	-7.44E+05	1.04E+06	7.32E+05
	1.51E+04	1.44E+08	-7.52E+05	5.68E+05	6.83E+05
	1.52E+04	1.45E+08	-7.53E+05	4.43E+05	2.73E+05
	1.53E+04	1.45E+08	-7.59E+05	0.00E+00	0.00E+00
	1.53E+04	1.46E+08	-7.50E+05	0.00E+00	0.00E+00
	1.54E+04	1.46E+08	-7.50E+05	4.65E+05	1.79E+05
	1.55E+04	1.47E+08	-7.58E+05	6.23E+05	4.05E+05
	1.55E+04	1.48E+08	-7.60E+05	1.25E+05	3.18E+05
	1.56E+04	1.48E+08	-7.60E+05	2.04E+05	1.58E+05
	1.57E+04	1.49E+08	-7.64E+05	1.44E+05	3.25E+05
	1.57E+04	1.49E+08	-7.62E+05	6.26E+05	4.77E+05
	1.58E+04	1.50E+08	-7.74E+05	6.61E+05	4.85E+05
	1.59E+04	1.51E+08	-7.73E+05	1.68E+05	3.23E+05
	1.59E+04	1.51E+08	-7.77E+05	1.39E+05	9.06E+04
	1.60E+04	1.53E+08	-7.76E+05	0.00E+00	9.32E+04
	1.61E+04	1.52E+08	-7.76E+05	1.75E+05	6.15E+04
	1.61E+04	1.54E+08	-7.79E+05	4.42E+04	1.17E+05
	1.62E+04	1.53E+08	-7.77E+05	1.31E+05	2.44E+05
	1.63E+04	1.55E+08	-7.81E+05	5.56E+05	5.41E+05
	1.63E+04	1.55E+08	-7.86E+05	9.36E+05	7.03E+05
	1.64E+04	1.55E+08	-7.96E+05	6.17E+05	4.93E+05
	1.65E+04	1.57E+08	-7.97E+05	0.00E+00	2.74E+05
	1.65E+04	1.57E+08	-7.95E+05	2.80E+05	3.30E+05
	1.66E+04	1.58E+08	-8.01E+05	7.84E+05	5.34E+05
	1.67E+04	1.58E+08	-8.08E+05	5.37E+05	4.32E+05
	1.67E+04	1.59E+08	-8.10E+05	0.00E+00	6.48E+04
	1.68E+04	1.60E+08	-8.08E+05	0.00E+00	4.54E+04
	1.69E+04	1.60E+08	-8.05E+05	4.78E+05	2.68E+05
	1.69E+04	1.61E+08	-8.16E+05	6.43E+05	3.59E+05
	1.70E+04	1.61E+08	-8.16E+05	0.00E+00	2.49E+05
	1.71E+04	1.62E+08	-8.15E+05	1.47E+05	1.55E+05
	1.71E+04	1.63E+08	-8.18E+05	3.62E+05	3.38E+05
	1.72E+04	1.63E+08	-8.21E+05	5.05E+05	4.45E+05
	1.73E+04	1.65E+08	-8.26E+05	4.67E+05	4.15E+05
	1.73E+04	1.64E+08	-8.29E+05	2.74E+05	3.07E+05
	1.74E+04	1.66E+08	-8.31E+05	1.79E+05	2.89E+05
	1.75E+04	1.66E+08	-8.32E+05	4.15E+05	4.78E+05
	1.75E+04	1.66E+08	-8.38E+05	8.41E+05	6.68E+05
	1.76E+04	1.68E+08	-8.46E+05	7.50E+05	5.42E+05
	1.77E+04	1.67E+08	-8.50E+05	3.38E+04	1.97E+05
	1.77E+04	1.69E+08	-8.46E+05	0.00E+00	0.00E+00
	1.78E+04	1.69E+08	-8.47E+05	9.65E+03	0.00E+00
	1.79E+04	1.69E+08	-8.46E+05	1.80E+05	3.43E+05
	1.79E+04	1.71E+08	-8.50E+05	8.41E+05	5.38E+05
	1.80E+04	1.70E+08	-8.60E+05	5.93E+05	5.35E+05
	1.81E+04	1.72E+08	-8.60E+05	1.70E+05	3.72E+05
	1.81E+04	1.72E+08	-8.63E+05	3.52E+05	3.01E+05
	1.82E+04	1.73E+08	-8.66E+05	3.80E+05	3.96E+05
	1.83E+04	1.74E+08	-8.70E+05	4.56E+05	3.76E+05
	1.83E+04	1.73E+08	-8.73E+05	2.91E+05	3.04E+05
	1.84E+04	1.75E+08	-8.74E+05	1.64E+05	2.72E+05
	1.85E+04	1.75E+08	-8.76E+05	3.62E+05	3.48E+05
	1.85E+04	1.76E+08	-8.80E+05	5.18E+05	3.28E+05
	1.86E+04	1.77E+08	-8.85E+05	1.04E+05	2.33E+05
	1.87E+04	1.77E+08	-8.82E+05	7.59E+04	1.52E+05
	1.87E+04	1.78E+08	-8.86E+05	2.77E+05	3.17E+05
	1.88E+04	1.78E+08	-8.87E+05	5.98E+05	4.72E+05
	1.88E+04	1.80E+08	-8.96E+05	5.42E+05	3.87E+05
	1.89E+04	1.79E+08	-8.96E+05	2.02E+04	3.19E+05
	1.90E+04	1.80E+08	-8.96E+05	3.95E+05	2.71E+05
	1.90E+04	1.81E+08	-9.02E+05	3.99E+05	3.38E+05
	1.91E+04	1.81E+08	-9.03E+05	2.20E+05	3.69E+05
	1.92E+04	1.83E+08	-9.06E+05	4.87E+05	3.49E+05
	1.92E+04	1.82E+08	-9.11E+05	3.40E+05	3.49E+05
	1.93E+04	1.84E+08	-9.12E+05	2.20E+05	2.47E+05
	1.94E+04	1.84E+08	-9.15E+05	1.81E+05	1.84E+05
	1.94E+04	1.84E+08	-9.15E+05	1.50E+05	2.45E+05
	1.95E+04	1.86E+08	-9.17E+05	4.04E+05	3.32E+05
	1.96E+04	1.86E+08	-9.21E+05	4.42E+05	3.98E+05
	1.96E+04	1.87E+08	-9.24E+05	3.48E+05	3.99E+05
	1.97E+04	1.87E+08	-9.27E+05	4.08E+05	4.84E+05
	1.98E+04	1.88E+08	-9.31E+05	6.96E+05	5.76E+05
	1.98E+04	1.89E+08	-9.39E+05	6.26E+05	5.17E+05
	1.99E+04	1.89E+08	-9.42E+05	2.29E+05	3.16E+05
	2.00E+04	1.90E+08	-9.43E+05	9.27E+04	1.60E+05
	2.00E+04	1.90E+08	-9.43E+05	1.58E+05	2.39E+05
	2.01E+04	1.91E+08	-9.45E+05	4.66E+05	3.53E+05
	2.02E+04	1.92E+08	-9.51E+05	4.34E+05	3.31E+05
	2.02E+04	1.92E+08	-9.52E+05	9.14E+04	2.40E+05
	2.03E+04	1.93E+08	-9.52E+05	1.95E+05	1.47E+05
	2.04E+04	1.93E+08	-9.56E+05	1.54E+05	1.86E+05
	2.04E+04	1.95E+08	-9.55E+05	2.10E+05	1.96E+05
	2.05E+04	1.95E+08	-9.59E+05	2.25E+05	2.10E+05
	2.06E+04	1.95E+08	-9.59E+05	1.94E+05	2.39E+05
	2.06E+04	1.96E+08	-9.62E+05	2.97E+05	1.31E+05
	2.07E+04	1.96E+08	-9.64E+05	0.00E+00	8.10E+04
	2.08E+04	1.98E+08	-9.61E+05	4.25E+04	1.41E+05
	2.08E+04	1.98E+08	-9.64E+05	4.76E+05	3.02E+05
	2.09E+04	1.98E+08	-9.69E+05	3.88E+05	3.18E+05
	2.10E+04	1.99E+08	-9.71E+05	9.01E+04	1.89E+05
	2.10E+04	1.99E+08	-9.70E+05	8.83E+04	6.52E+04
	2.11E+04	2.01E+08	-9.72E+05	1.73E+04	1.98E+04
	2.12E+04	2.00E+08	-9.70E+05	0.00E+00	1.45E+05
	2.12E+04	2.02E+08	-9.71E+05	4.63E+05	3.07E+05
	2.13E+04	2.03E+08	-9.78E+05	5.03E+05	3.31E+05
	2.14E+04	2.03E+08	-9.80E+05	2.62E+04	3.64E+05
	2.14E+04	2.04E+08	-9.79E+05	5.63E+05	3.90E+05
	2.15E+04	2.04E+08	-9.89E+05	5.82E+05	3.70E+05
	2.16E+04	2.05E+08	-9.88E+05	0.00E+00	2.51E+05
	2.16E+04	2.06E+08	-9.89E+05	2.07E+05	0.00E+00
	2.17E+04	2.06E+08	-9.92E+05	0.00E+00	0.00E+00
	2.18E+04	2.07E+08	-9.85E+05	0.00E+00	0.00E+00
	2.18E+04	2.07E+08	-9.83E+05	2.11E+04	0.00E+00
	2.19E+04	2.09E+08	-9.86E+05	2.26E+05	1.91E+05
	2.20E+04	2.08E+08	-9.87E+05	3.26E+05	3.20E+05
	2.20E+04	2.09E+08	-9.91E+05	4.07E+05	3.24E+05
	2.21E+04	2.10E+08	-9.93E+05	2.40E+05	2.56E+05
	2.22E+04	2.10E+08	-9.95E+05	1.21E+05	1.39E+05
	2.22E+04	2.12E+08	-9.95E+05	5.74E+04	9.49E+04
	2.23E+04	2.11E+08	-9.96E+05	1.06E+05	8.43E+04
	2.24E+04	2.13E+08	-9.97E+05	8.97E+04	1.62E+05
	2.24E+04	2.13E+08	-9.98E+05	2.90E+05	1.87E+05
	2.25E+04	2.14E+08	-1.00E+06	1.82E+05	1.73E+05
	2.26E+04	2.14E+08	-1.00E+06	4.55E+04	1.34E+05
	2.26E+04	2.14E+08	-1.00E+06	1.76E+05	1.07E+05
	2.27E+04	2.16E+08	-1.00E+06	1.01E+05	3.56E+04
	2.28E+04	2.16E+08	-1.00E+06	0.00E+00	0.00E+00
	2.28E+04	2.17E+08	-1.00E+06	0.00E+00	0.00E+00
	2.29E+04	2.17E+08	-1.00E+06	1.88E+05	1.29E+05
	2.29E+04	2.18E+08	-1.00E+06	2.62E+05	1.47E+05
	2.30E+04	2.19E+08	-1.01E+06	0.00E+00	8.37E+04
	2.31E+04	2.19E+08	-1.00E+06	0.00E+00	1.21E+05
	2.31E+04	2.20E+08	-1.01E+06	3.73E+05	1.57E+05
	2.32E+04	2.20E+08	-1.01E+06	9.97E+04	2.03E+05
	2.33E+04	2.21E+08	-1.01E+06	1.37E+05	6.80E+04
	2.33E+04	2.22E+08	-1.01E+06	0.00E+00	1.52E+04
	2.34E+04	2.22E+08	-1.01E+06	0.00E+00	2.48E+04
	2.35E+04	2.24E+08	-1.01E+06	1.66E+05	6.22E+04
	2.35E+04	2.23E+08	-1.01E+06	7.95E+04	9.63E+04
	2.36E+04	2.24E+08	-1.01E+06	4.38E+04	8.03E+04
	2.37E+04	2.25E+08	-1.01E+06	1.18E+05	1.93E+05
	2.37E+04	2.25E+08	-1.01E+06	4.19E+05	2.64E+05
	2.38E+04	2.27E+08	-1.02E+06	2.54E+05	1.55E+05
	2.39E+04	2.26E+08	-1.02E+06	0.00E+00	3.26E+04
	2.39E+04	2.28E+08	-1.02E+06	4.99E+04	2.37E+04
	2.40E+04	2.28E+08	-1.02E+06	2.28E+05	2.05E+05
	2.41E+04	2.28E+08	-1.02E+06	3.37E+05	3.03E+05
	2.41E+04	2.30E+08	-1.03E+06	3.43E+05	1.81E+05
	2.42E+04	2.29E+08	-1.03E+06	0.00E+00	6.84E+04
	2.43E+04	2.31E+08	-1.02E+06	0.00E+00	3.03E+04
	2.43E+04	2.31E+08	-1.03E+06	2.29E+05	1.48E+05
	2.44E+04	2.32E+08	-1.03E+06	2.14E+05	1.63E+05
	2.45E+04	2.33E+08	-1.03E+06	4.51E+04	7.89E+04
	2.45E+04	2.32E+08	-1.03E+06	0.00E+00	0.00E+00
	2.46E+04	2.34E+08	-1.03E+06	0.00E+00	0.00E+00
	2.47E+04	2.34E+08	-1.02E+06	0.00E+00	0.00E+00
	2.47E+04	2.35E+08	-1.03E+06	3.99E+05	1.71E+05
	2.48E+04	2.36E+08	-1.03E+06	3.04E+05	1.97E+05
	2.49E+04	2.35E+08	-1.03E+06	0.00E+00	0.00E+00
	2.49E+04	2.38E+08	-1.03E+06	0.00E+00	0.00E+00
	2.50E+04	2.37E+08	-1.02E+06	1.32E+05	1.92E+04
	2.51E+04	2.38E+08	-1.03E+06	3.95E+05	2.35E+05
	2.51E+04	2.39E+08	-1.03E+06	1.78E+05	2.61E+05
